classe,year,grid_name,area_ha
0,2016,NA-19-X-C,0.714747021484375
3,2016,NA-19-X-C,19802.216521396796
6,2016,NA-19-X-C,2785.4131578349243
12,2016,NA-19-X-C,13.758858056640621
15,2016,NA-19-X-C,1.4294991149902343
33,2016,NA-19-X-C,17.779398693847654
0,2016,NA-19-X-D,0.17868265991210938
3,2016,NA-19-X-D,24133.99026192634
6,2016,NA-19-X-D,12055.413238510615
11,2016,NA-19-X-D,542.3933299376016
12,2016,NA-19-X-D,5.717552819824217
33,2016,NA-19-X-D,0.6253879333496094
0,2016,NA-19-Y-B,9.561825433349611
3,2016,NA-19-Y-B,650192.2344403245
4,2016,NA-19-Y-B,1.1617071105957033
6,2016,NA-19-Y-B,48653.62540264567
11,2016,NA-19-Y-B,427.6109573059089
12,2016,NA-19-Y-B,524.9239156005854
15,2016,NA-19-Y-B,25.916832189941417
33,2016,NA-19-Y-B,3314.3017084450803
0,2016,NA-19-Y-D,45.50071486206055
3,2016,NA-19-Y-D,818001.5675530401
6,2016,NA-19-Y-D,61270.8551487931
11,2016,NA-19-Y-D,705.3182985168451
12,2016,NA-19-Y-D,383.1418358337408
15,2016,NA-19-Y-D,8.403176855468754
33,2016,NA-19-Y-D,7574.95772201713
0,2016,NA-19-Z-A,10.186497192382813
3,2016,NA-19-Z-A,1355707.386788448
6,2016,NA-19-Z-A,175072.85821465243
11,2016,NA-19-Z-A,2035.8528561221383
12,2016,NA-19-Z-A,1026.303770336363
15,2016,NA-19-Z-A,166.46573581542958
30,2016,NA-19-Z-A,13.227050573730459
33,2016,NA-19-Z-A,7271.269093994204
0,2016,NA-19-Z-B,0.536271630859375
3,2016,NA-19-Z-B,401731.8019364725
6,2016,NA-19-Z-B,135700.5742574002
11,2016,NA-19-Z-B,898.5907011968407
12,2016,NA-19-Z-B,137.07505314941383
15,2016,NA-19-Z-B,24.13130470581056
25,2016,NA-19-Z-B,0.44689399414062503
33,2016,NA-19-Z-B,4873.051483265291
3,2016,NA-19-Z-C,1436505.894507065
6,2016,NA-19-Z-C,371013.5704338278
11,2016,NA-19-Z-C,17132.412527065244
12,2016,NA-19-Z-C,398.0607987487805
15,2016,NA-19-Z-C,247.44098519897491
33,2016,NA-19-Z-C,27288.63260781361
0,2016,NA-19-Z-D,57.4771885498046
3,2016,NA-19-Z-D,1298415.6382422321
4,2016,NA-19-Z-D,1.2514870910644529
6,2016,NA-19-Z-D,380719.2091554334
11,2016,NA-19-Z-D,8646.960503542507
12,2016,NA-19-Z-D,4446.1496295183
15,2016,NA-19-Z-D,348.7161056152341
33,2016,NA-19-Z-D,26774.607563174482
3,2016,NA-20-V-A,17457.387074056078
6,2016,NA-20-V-A,136.36902009887748
15,2016,NA-20-V-A,0.8918900146484374
0,2016,NA-20-V-B,0.267772509765625
3,2016,NA-20-V-B,1390120.3150032822
4,2016,NA-20-V-B,68.80039977416988
6,2016,NA-20-V-B,10528.779650635737
11,2016,NA-20-V-B,564.5137565246583
12,2016,NA-20-V-B,274.43507151489234
15,2016,NA-20-V-B,215.90466851811422
30,2016,NA-20-V-B,17.48758815307619
33,2016,NA-20-V-B,4297.921196975629
0,2016,NA-20-V-D,1.5182078735351563
3,2016,NA-20-V-D,951552.95706266
4,2016,NA-20-V-D,1064.4004735168578
6,2016,NA-20-V-D,1805.9510048386628
11,2016,NA-20-V-D,267.9113538662774
12,2016,NA-20-V-D,1057.1882724753114
15,2016,NA-20-V-D,55.49083198802278
30,2016,NA-20-V-D,1.518225250244141
33,2016,NA-20-V-D,239.49540402554356
0,2016,NA-20-X-A,0.17846064453125
3,2016,NA-20-X-A,1620369.110989647
4,2016,NA-20-X-A,389.83585025376215
6,2016,NA-20-X-A,32599.32950557442
11,2016,NA-20-X-A,5537.923878420477
12,2016,NA-20-X-A,43470.599480129946
15,2016,NA-20-X-A,37868.4662867676
24,2016,NA-20-X-A,65.92911022949255
29,2016,NA-20-X-A,68.87092022705076
30,2016,NA-20-X-A,24.08617446899413
33,2016,NA-20-X-A,10925.597920201211
41,2016,NA-20-X-A,15.265198046875001
3,2016,NA-20-X-B,135258.2831644764
4,2016,NA-20-X-B,632.3708692661897
6,2016,NA-20-X-B,38700.47420992493
9,2016,NA-20-X-B,835.4144497662148
11,2016,NA-20-X-B,221762.38826486867
12,2016,NA-20-X-B,1344014.2927602015
15,2016,NA-20-X-B,33296.35767499894
24,2016,NA-20-X-B,529.2192159423823
25,2016,NA-20-X-B,36.94752976074219
29,2016,NA-20-X-B,5396.972517101293
33,2016,NA-20-X-B,22905.444549366177
39,2016,NA-20-X-B,11626.441868840782
41,2016,NA-20-X-B,34745.99349420204
3,2016,NA-20-X-C,1750672.4615175184
4,2016,NA-20-X-C,1.161373309326172
6,2016,NA-20-X-C,19685.86045009851
11,2016,NA-20-X-C,93.56056570549455
12,2016,NA-20-X-C,699.8155915973965
15,2016,NA-20-X-C,75759.79212025294
24,2016,NA-20-X-C,15.98460438842771
30,2016,NA-20-X-C,0.7146989257812502
33,2016,NA-20-X-C,3916.51595686374
39,2016,NA-20-X-C,13.217768402099606
41,2016,NA-20-X-C,361.7489285867136
0,2016,NA-20-X-D,0.2679750183105469
3,2016,NA-20-X-D,939686.1847599061
4,2016,NA-20-X-D,907.9519698063392
6,2016,NA-20-X-D,96006.78222167201
9,2016,NA-20-X-D,3915.777033166442
11,2016,NA-20-X-D,63468.209485734355
12,2016,NA-20-X-D,384411.45609393244
15,2016,NA-20-X-D,296442.38979724573
24,2016,NA-20-X-D,13486.935026396995
25,2016,NA-20-X-D,25.09818852539065
29,2016,NA-20-X-D,88.95899418334963
30,2016,NA-20-X-D,17.322066229248023
33,2016,NA-20-X-D,23146.946773366522
39,2016,NA-20-X-D,8509.692217226098
41,2016,NA-20-X-D,21106.86097292893
0,2016,NA-20-Y-A,0.4468908996582031
3,2016,NA-20-Y-A,200355.35220889747
4,2016,NA-20-Y-A,10.904095184326174
6,2016,NA-20-Y-A,1468.9298768219523
11,2016,NA-20-Y-A,7.954713287353517
12,2016,NA-20-Y-A,463.9082148054771
15,2016,NA-20-Y-A,71.68213082885745
29,2016,NA-20-Y-A,1.3407225830078127
33,2016,NA-20-Y-A,7.865398510742185
0,2016,NA-20-Y-B,0.089363427734375
3,2016,NA-20-Y-B,1497541.3216739944
4,2016,NA-20-Y-B,97.0749064264515
6,2016,NA-20-Y-B,73372.96536960753
11,2016,NA-20-Y-B,281.5333756958011
12,2016,NA-20-Y-B,4587.957874472911
15,2016,NA-20-Y-B,557.1685726501472
29,2016,NA-20-Y-B,23.60892942480948
33,2016,NA-20-Y-B,1317.366215588878
0,2016,NA-20-Y-C,5.005931671142578
3,2016,NA-20-Y-C,1615949.0626216345
4,2016,NA-20-Y-C,1.6091152587890627
6,2016,NA-20-Y-C,119887.20859868539
11,2016,NA-20-Y-C,97.1685017089845
12,2016,NA-20-Y-C,5055.002320840609
15,2016,NA-20-Y-C,330.848980755615
29,2016,NA-20-Y-C,303.13606789550755
33,2016,NA-20-Y-C,781.9718314212352
41,2016,NA-20-Y-C,5.2739632751464836
0,2016,NA-20-Y-D,0.35756796874999996
3,2016,NA-20-Y-D,827980.0084508924
4,2016,NA-20-Y-D,1087.4814965010369
6,2016,NA-20-Y-D,756610.3511800818
11,2016,NA-20-Y-D,224290.9589209484
12,2016,NA-20-Y-D,25929.688063608224
15,2016,NA-20-Y-D,63.78243877489273
25,2016,NA-20-Y-D,10.548322595214842
29,2016,NA-20-Y-D,431.1304598510729
33,2016,NA-20-Y-D,16002.781899507281
41,2016,NA-20-Y-D,177.63159058227475
3,2016,NA-20-Z-A,1443433.8010748865
4,2016,NA-20-Z-A,303.41620537281705
6,2016,NA-20-Z-A,262716.9265917919
11,2016,NA-20-Z-A,134612.6946025413
12,2016,NA-20-Z-A,4411.655405884712
15,2016,NA-20-Z-A,179.5127558840046
29,2016,NA-20-Z-A,58.81174610595705
33,2016,NA-20-Z-A,6384.268760424972
41,2016,NA-20-Z-A,32.534415759277294
3,2016,NA-20-Z-B,988761.5504785202
4,2016,NA-20-Z-B,1118.1947938115618
6,2016,NA-20-Z-B,438462.1777599459
11,2016,NA-20-Z-B,246634.31782621
12,2016,NA-20-Z-B,49315.35253282013
15,2016,NA-20-Z-B,104324.82841818167
24,2016,NA-20-Z-B,1125.7893149597244
25,2016,NA-20-Z-B,0.5362661560058594
29,2016,NA-20-Z-B,203.39501452636722
30,2016,NA-20-Z-B,68.90210564575199
33,2016,NA-20-Z-B,22063.389213836024
41,2016,NA-20-Z-B,55.411112982177755
0,2016,NA-20-Z-C,0.17878964233398437
3,2016,NA-20-Z-C,407285.39442731574
4,2016,NA-20-Z-C,11.799155535888673
6,2016,NA-20-Z-C,908246.572056465
11,2016,NA-20-Z-C,465068.54874885804
12,2016,NA-20-Z-C,5657.547799634811
15,2016,NA-20-Z-C,163.02585884353923
29,2016,NA-20-Z-C,100.83248410644555
33,2016,NA-20-Z-C,65534.70309305324
41,2016,NA-20-Z-C,516.0937914134558
3,2016,NA-20-Z-D,906395.8658894079
4,2016,NA-20-Z-D,726.2633154241843
6,2016,NA-20-Z-D,605956.498721981
11,2016,NA-20-Z-D,196179.24469403533
12,2016,NA-20-Z-D,925.7665654227695
15,2016,NA-20-Z-D,117649.53688232205
24,2016,NA-20-Z-D,1135.3158974243438
25,2016,NA-20-Z-D,4.2910066467285155
29,2016,NA-20-Z-D,4.6484166076660145
33,2016,NA-20-Z-D,22752.903662208664
35,2016,NA-20-Z-D,571.6911495971704
