,classe,grid_name,year,area_ha
1399,18,NA-20-Z-D,2016,855.6028471374534
1617,25,NA-20-Z-D,2016,1144.2553206787384
1879,33,NA-20-Z-D,2016,22752.903662208664
2170,3,NA-20-Z-D,2017,1509288.0766650252
2458,4,NA-20-Z-D,2017,724.2820279748804
2690,11,NA-20-Z-D,2017,194371.7973269782
2980,12,NA-20-Z-D,2017,930.9296603121164
3269,15,NA-20-Z-D,2017,120293.40626224616
3546,18,NA-20-Z-D,2017,1169.83244957277
3764,25,NA-20-Z-D,2017,1147.0263898742953
4028,33,NA-20-Z-D,2017,24660.58711659722
4320,3,NA-20-Z-D,2018,1506644.130428323
4608,4,NA-20-Z-D,2018,713.6489667999414
4840,11,NA-20-Z-D,2018,194474.14387086724
5130,12,NA-20-Z-D,2018,925.7778702995504
5420,15,NA-20-Z-D,2018,122587.09002584484
5698,18,NA-20-Z-D,2018,1248.9508464538756
5915,25,NA-20-Z-D,2018,1158.7361970459258
6178,33,NA-20-Z-D,2018,24833.45969292416
6470,3,NA-20-Z-D,2019,1501904.1443729852
6758,4,NA-20-Z-D,2019,739.198734527851
6990,11,NA-20-Z-D,2019,202156.489655848
7281,12,NA-20-Z-D,2019,976.0315853113988
7571,15,NA-20-Z-D,2019,126157.217567376
7851,18,NA-20-Z-D,2019,1336.5598038208254
8070,25,NA-20-Z-D,2019,1163.74208948367
8333,33,NA-20-Z-D,2019,18152.554089202134
8624,3,NA-20-Z-D,2020,1498397.6509073665
8912,4,NA-20-Z-D,2020,909.8436624698838
9148,11,NA-20-Z-D,2020,197715.491941521
9439,12,NA-20-Z-D,2020,967.3592932764858
9730,15,NA-20-Z-D,2020,129987.19791934434
10010,18,NA-20-Z-D,2020,1457.248916198768
10237,25,NA-20-Z-D,2020,1168.6580955688753
10504,33,NA-20-Z-D,2020,21982.48716282189
10795,3,NA-20-Z-D,2021,1488823.3261848153
11083,4,NA-20-Z-D,2021,1098.4472068226494
11324,11,NA-20-Z-D,2021,188526.82387534197
11616,12,NA-20-Z-D,2021,940.5098823333848
11906,15,NA-20-Z-D,2021,138923.31914027754
12185,18,NA-20-Z-D,2021,1620.2140329987733
12426,25,NA-20-Z-D,2021,1171.608097808866
12703,33,NA-20-Z-D,2021,31481.689478145112
12994,3,NA-20-Z-D,2022,1476943.6283570342
13282,4,NA-20-Z-D,2022,1006.9607658493404
13521,11,NA-20-Z-D,2022,160715.90198604067
13811,12,NA-20-Z-D,2022,865.6908279409354
14100,15,NA-20-Z-D,2022,147627.21535591074
14379,18,NA-20-Z-D,2022,1612.4368484162515
14620,25,NA-20-Z-D,2022,1178.401487506132
14903,33,NA-20-Z-D,2022,62635.7022698911
15195,3,NA-20-Z-D,2023,1446827.6752985287
15484,4,NA-20-Z-D,2023,629.2012595185424
15715,11,NA-20-Z-D,2023,208801.46252441
15998,12,NA-20-Z-D,2023,834.6867988978717
16282,15,NA-20-Z-D,2023,155922.21562807492
16564,18,NA-20-Z-D,2023,1604.5612864502275
16800,25,NA-20-Z-D,2023,1208.5269099548616
17083,33,NA-20-Z-D,2023,36757.60819269755
23,3,NA-21-V-A,2016,4172.323688937265
311,4,NA-21-V-A,2016,675.134492751396
543,11,NA-21-V-A,2016,59277.748906834895
833,12,NA-21-V-A,2016,193608.46257238984
1122,15,NA-21-V-A,2016,4955.394430396992
1400,18,NA-21-V-A,2016,5597.539421313068
1618,25,NA-21-V-A,2016,3178.525927321029
1880,33,NA-21-V-A,2016,2641.5970020408354
2171,3,NA-21-V-A,2017,4205.541355999059
2459,4,NA-21-V-A,2017,665.9063819252907
2691,11,NA-21-V-A,2017,58824.90473182916
2981,12,NA-21-V-A,2017,193477.50354719703
3270,15,NA-21-V-A,2017,4786.805356636213
3547,18,NA-21-V-A,2017,5815.06473352452
3765,25,NA-21-V-A,2017,3200.926737465072
4029,33,NA-21-V-A,2017,3131.768563182605
4321,3,NA-21-V-A,2018,4235.873776669041
4609,4,NA-21-V-A,2018,654.753275559323
4841,11,NA-21-V-A,2018,60025.53478596997
5131,12,NA-21-V-A,2018,193615.68657433245
5421,15,NA-21-V-A,2018,4657.623029198697
5699,18,NA-21-V-A,2018,5282.591415301901
5916,25,NA-21-V-A,2018,3202.354646614242
6179,33,NA-21-V-A,2018,2430.7036734918206
6471,3,NA-21-V-A,2019,4399.471868695391
6759,4,NA-21-V-A,2019,659.0382015664027
6991,11,NA-21-V-A,2019,60550.12464073556
7282,12,NA-21-V-A,2019,193270.5464570788
7572,15,NA-21-V-A,2019,4382.941665939853
7852,18,NA-21-V-A,2019,4448.229422523323
8071,25,NA-21-V-A,2019,3182.095389515853
8334,33,NA-21-V-A,2019,3215.170704538489
8625,3,NA-21-V-A,2020,4380.394936383417
8913,4,NA-21-V-A,2020,675.3807426491421
9149,11,NA-21-V-A,2020,60195.853339573456
9440,12,NA-21-V-A,2020,193804.91883799556
9731,15,NA-21-V-A,2020,4361.367931926511
10011,18,NA-21-V-A,2020,4477.859375929115
10238,25,NA-21-V-A,2020,3182.2738854020836
10505,33,NA-21-V-A,2020,3027.87322890949
10796,3,NA-21-V-A,2021,4265.352909881581
11084,4,NA-21-V-A,2021,669.5525992210969
11325,11,NA-21-V-A,2021,60418.076496819565
11617,12,NA-21-V-A,2021,193531.0955198729
11907,15,NA-21-V-A,2021,4300.732722839175
12186,18,NA-21-V-A,2021,4388.631224421575
12427,25,NA-21-V-A,2021,3205.1207984941248
12704,33,NA-21-V-A,2021,3343.911336452873
12995,3,NA-21-V-A,2022,4082.8686356753933
13283,4,NA-21-V-A,2022,590.0318516979285
13522,11,NA-21-V-A,2022,54042.56843385657
13812,12,NA-21-V-A,2022,189442.3740389584
14101,15,NA-21-V-A,2022,10816.582080503562
14380,18,NA-21-V-A,2022,4451.800822940137
14621,25,NA-21-V-A,2022,3207.1727418962228
14904,33,NA-21-V-A,2022,7488.204540848278
15196,3,NA-21-V-A,2023,4443.493417050541
15485,4,NA-21-V-A,2023,322.39351138305693
15716,11,NA-21-V-A,2023,55772.1611505389
15999,12,NA-21-V-A,2023,188156.73549290615
16283,15,NA-21-V-A,2023,14283.544451223146
16565,18,NA-21-V-A,2023,4490.889524173035
16801,25,NA-21-V-A,2023,3228.947134114241
17084,33,NA-21-V-A,2023,3424.8639736036785
24,3,NA-21-V-C,2016,54751.982900131174
312,4,NA-21-V-C,2016,100.21379633181104
544,11,NA-21-V-C,2016,19720.929907054044
834,12,NA-21-V-C,2016,65836.6405788599
1123,15,NA-21-V-C,2016,5321.744782566007
1401,18,NA-21-V-C,2016,70.91818354118796
1619,25,NA-21-V-C,2016,8.752237857306987
1881,33,NA-21-V-C,2016,675.6313759614841
2172,3,NA-21-V-C,2017,54572.02378670375
2460,4,NA-21-V-C,2017,102.26664740483304
2692,11,NA-21-V-C,2017,19622.374436559112
2982,12,NA-21-V-C,2017,65902.47831037172
3271,15,NA-21-V-C,2017,5488.9635456159895
3548,18,NA-21-V-C,2017,76.63487582024072
3766,25,NA-21-V-C,2017,8.752237857306987
4030,33,NA-21-V-C,2017,712.6943428071878
4322,3,NA-21-V-C,2018,54364.59932958782
4610,4,NA-21-V-C,2018,96.818464861151
4842,11,NA-21-V-C,2018,19762.600211650613
5132,12,NA-21-V-C,2018,65914.35818143179
5422,15,NA-21-V-C,2018,5649.356565920691
5700,18,NA-21-V-C,2018,63.28285177971327
5917,25,NA-21-V-C,2018,8.752237857306987
6180,33,NA-21-V-C,2018,624.9916279573341
6472,3,NA-21-V-C,2019,54322.41532999858
6760,4,NA-21-V-C,2019,98.87318289093616
6992,11,NA-21-V-C,2019,19946.33822742298
7283,12,NA-21-V-C,2019,65827.05711286643
7573,15,NA-21-V-C,2019,5464.1288791713
7853,18,NA-21-V-C,2019,60.3353114415785
8072,25,NA-21-V-C,2019,8.752237857306987
8335,33,NA-21-V-C,2019,760.520937528006
8626,3,NA-21-V-C,2020,54844.91265147571
8914,4,NA-21-V-C,2020,105.48078015478995
9150,11,NA-21-V-C,2020,19737.92794286056
9441,12,NA-21-V-C,2020,66072.60593272642
9732,15,NA-21-V-C,2020,4965.805039465837
10012,18,NA-21-V-C,2020,63.28207477165663
10239,25,NA-21-V-C,2020,8.752237857306987
10506,33,NA-21-V-C,2020,689.8334917756933
10797,3,NA-21-V-C,2021,54367.26494622151
11085,4,NA-21-V-C,2021,106.41783319098978
11326,11,NA-21-V-C,2021,19812.15152437772
11618,12,NA-21-V-C,2021,66065.28279579428
11908,15,NA-21-V-C,2021,5345.656312547496
12187,18,NA-21-V-C,2021,65.87314482780903
12428,25,NA-21-V-C,2021,8.752237857306987
12705,33,NA-21-V-C,2021,718.1836996130388
12996,3,NA-21-V-C,2022,54482.139422842876
13284,4,NA-21-V-C,2022,104.45187010332896
13523,11,NA-21-V-C,2022,19540.8472987443
13813,12,NA-21-V-C,2022,65918.70553064789
14102,15,NA-21-V-C,2022,5230.674470493752
14381,18,NA-21-V-C,2022,64.2658936803481
14622,25,NA-21-V-C,2022,8.752237857306987
14905,33,NA-21-V-C,2022,1137.423692285391
15197,3,NA-21-V-C,2023,53934.69235569023
15486,4,NA-21-V-C,2023,86.49998952256148
15717,11,NA-21-V-C,2023,18932.754232381423
16000,12,NA-21-V-C,2023,67120.80240803347
16284,15,NA-21-V-C,2023,5743.914614520996
16566,18,NA-21-V-C,2023,57.29851669060199
16802,25,NA-21-V-C,2023,11.877077438605816
17085,33,NA-21-V-C,2023,597.8139229075477
25,3,NA-21-V-D,2016,1743.1359145709755
2173,3,NA-21-V-D,2017,1743.1359145709755
4323,3,NA-21-V-D,2018,1743.1359145709755
6473,3,NA-21-V-D,2019,1743.1359145709755
8627,3,NA-21-V-D,2020,1743.1359145709755
10798,3,NA-21-V-D,2021,1743.1359145709755
12997,3,NA-21-V-D,2022,1743.1359145709755
15198,3,NA-21-V-D,2023,1743.1359145709755
26,3,NA-21-X-C,2016,199904.00328942214
313,4,NA-21-X-C,2016,6116.376016928681
545,11,NA-21-X-C,2016,7005.922019512764
835,12,NA-21-X-C,2016,65607.13852904798
1124,15,NA-21-X-C,2016,2016.567232832385
1620,25,NA-21-X-C,2016,8310.711162170544
1882,33,NA-21-X-C,2016,92.46500532377344
2174,3,NA-21-X-C,2017,199903.91396347608
2461,4,NA-21-X-C,2017,6116.465348068817
2693,11,NA-21-X-C,2017,7009.852392158312
2983,12,NA-21-X-C,2017,65598.2941208572
3272,15,NA-21-X-C,2017,2016.6565631302367
3767,25,NA-21-X-C,2017,8310.711162170544
4031,33,NA-21-X-C,2017,97.2897053771972
4324,3,NA-21-X-C,2018,199904.09270811724
4611,4,NA-21-X-C,2018,6116.465348068817
4843,11,NA-21-X-C,2018,7009.942317823595
5133,12,NA-21-X-C,2018,65599.008223726
5423,15,NA-21-X-C,2018,2017.192540998889
5918,25,NA-21-X-C,2018,8310.711162170544
6181,33,NA-21-X-C,2018,95.77095433349604
6474,3,NA-21-X-C,2019,199899.80504633125
6761,4,NA-21-X-C,2019,6113.160078018768
6993,11,NA-21-X-C,2019,7010.388389185899
7284,12,NA-21-X-C,2019,65607.8530426222
7574,15,NA-21-X-C,2019,2021.8377713699824
8073,25,NA-21-X-C,2019,8310.711162170544
8336,33,NA-21-X-C,2019,89.42776553955065
8628,3,NA-21-X-C,2020,199806.9997678268
8915,4,NA-21-X-C,2020,6113.338735965545
9151,11,NA-21-X-C,2020,7102.971587656207
9442,12,NA-21-X-C,2020,65610.88967881603
9733,15,NA-21-X-C,2020,2021.6591758316529
10240,25,NA-21-X-C,2020,8310.711162170544
10507,33,NA-21-X-C,2020,86.52382624892293
10799,3,NA-21-X-C,2021,199804.3198265976
11086,4,NA-21-X-C,2021,6114.053372794158
11327,11,NA-21-X-C,2021,7096.717322647667
11619,12,NA-21-X-C,2021,65599.4549412611
11909,15,NA-21-X-C,2021,2021.3018635086544
12429,25,NA-21-X-C,2021,8310.621826135388
12706,33,NA-21-X-C,2021,106.62478157118846
12998,3,NA-21-X-C,2022,199826.54952736868
13285,4,NA-21-X-C,2022,6132.367331619831
13524,11,NA-21-X-C,2022,6962.815443631568
13814,12,NA-21-X-C,2022,65464.637575552086
14103,15,NA-21-X-C,2022,2176.1303242935774
14623,25,NA-21-X-C,2022,8322.683075360233
14906,33,NA-21-X-C,2022,167.82130762099322
15199,3,NA-21-X-C,2023,199677.80687333763
15487,4,NA-21-X-C,2023,6048.042531900597
15718,11,NA-21-X-C,2023,6841.408886594214
16001,12,NA-21-X-C,2023,65658.84225632492
16285,15,NA-21-X-C,2023,2349.35450850378
16803,25,NA-21-X-C,2023,8313.480843280156
17086,33,NA-21-X-C,2023,164.33669509657932
27,3,NA-21-X-D,2016,674683.3042885329
314,4,NA-21-X-D,2016,305.1775974670412
546,11,NA-21-X-D,2016,3.930537213134765
836,12,NA-21-X-D,2016,1556.3258885864288
1125,15,NA-21-X-D,2016,114.52128457031247
1883,33,NA-21-X-D,2016,6.566273001852595
2175,3,NA-21-X-D,2017,674684.0187895339
2462,4,NA-21-X-D,2017,305.1775974670412
2694,11,NA-21-X-D,2017,3.751887841796875
2984,12,NA-21-X-D,2017,1556.325888586429
3273,15,NA-21-X-D,2017,114.52128457031246
4032,33,NA-21-X-D,2017,5.94110835951861
4325,3,NA-21-X-D,2018,674682.5894157668
4612,4,NA-21-X-D,2018,305.1775974670412
4844,11,NA-21-X-D,2018,3.751887841796875
5134,12,NA-21-X-D,2018,1556.593865716556
5424,15,NA-21-X-D,2018,114.52128457031246
6182,33,NA-21-X-D,2018,7.191818009176813
6475,3,NA-21-X-D,2019,674684.2873930801
6762,4,NA-21-X-D,2019,305.1775974670412
6994,11,NA-21-X-D,2019,5.180837499999999
7285,12,NA-21-X-D,2019,1556.593865716556
7575,15,NA-21-X-D,2019,114.52128457031246
8337,33,NA-21-X-D,2019,4.064891037741269
8629,3,NA-21-X-D,2020,674626.5758058027
8916,4,NA-21-X-D,2020,305.1775974670412
9152,11,NA-21-X-D,2020,59.49797854003901
9443,12,NA-21-X-D,2020,1559.6310722351104
9734,15,NA-21-X-D,2020,114.52128457031247
10508,33,NA-21-X-D,2020,4.422130759420957
10800,3,NA-21-X-D,2021,674609.6909382552
11087,4,NA-21-X-D,2021,305.1775974670412
11328,11,NA-21-X-D,2021,74.68519305419916
11620,12,NA-21-X-D,2021,1559.7204017761262
11910,15,NA-21-X-D,2021,114.52128457031246
12707,33,NA-21-X-D,2021,6.030454251852594
12999,3,NA-21-X-D,2022,674615.09727288
13286,4,NA-21-X-D,2022,323.84916399536166
13525,11,NA-21-X-D,2022,5.9851808349609374
13815,12,NA-21-X-D,2022,1435.8248250488332
14104,15,NA-21-X-D,2022,258.87226841430686
14907,33,NA-21-X-D,2022,29.83986568143957
15200,3,NA-21-X-D,2023,674643.9484678858
15488,4,NA-21-X-D,2023,322.24127774658245
15719,11,NA-21-X-D,2023,3.1264377136230466
16002,12,NA-21-X-D,2023,1308.3510226135315
16286,15,NA-21-X-D,2023,350.3471145874029
17087,33,NA-21-X-D,2023,41.54358441312906
28,3,NA-21-Y-A,2016,948980.1106043664
315,4,NA-21-Y-A,2016,46.597902169093686
547,11,NA-21-Y-A,2016,1676.3905306894403
837,12,NA-21-Y-A,2016,7889.215131707428
1126,15,NA-21-Y-A,2016,16373.54504742544
1402,18,NA-21-Y-A,2016,22.648563191444605
1621,25,NA-21-Y-A,2016,67.83281792602538
1884,33,NA-21-Y-A,2016,194.23117583563103
2176,3,NA-21-Y-A,2017,949101.8776350013
2463,4,NA-21-Y-A,2017,44.91090532966163
2695,11,NA-21-Y-A,2017,1539.035470235679
2985,12,NA-21-Y-A,2017,7899.802816687411
3274,15,NA-21-Y-A,2017,16208.89576835881
3768,25,NA-21-Y-A,2017,67.8328179260254
4033,33,NA-21-Y-A,2017,388.21635976304
4326,3,NA-21-Y-A,2018,949251.3719880345
4613,4,NA-21-Y-A,2018,41.32484295838599
4845,11,NA-21-Y-A,2018,1590.8789001680084
5135,12,NA-21-Y-A,2018,7913.028831269605
5425,15,NA-21-Y-A,2018,16054.766310064108
5919,25,NA-21-Y-A,2018,67.92220046386718
6183,33,NA-21-Y-A,2018,331.1893264188401
6476,3,NA-21-Y-A,2019,947129.758332082
6763,4,NA-21-Y-A,2019,45.524665372865
6995,11,NA-21-Y-A,2019,1713.6717853683494
7286,12,NA-21-Y-A,2019,8040.244306862972
7576,15,NA-21-Y-A,2019,18000.853834407153
8074,25,NA-21-Y-A,2019,68.19034806518555
8338,33,NA-21-Y-A,2019,252.06038015019425
8630,3,NA-21-Y-A,2020,946073.6840819917
8917,4,NA-21-Y-A,2020,51.68046714980181
9153,11,NA-21-Y-A,2020,1610.7426543627253
9444,12,NA-21-Y-A,2020,8093.419025281508
9735,15,NA-21-Y-A,2020,18991.733840235844
10241,25,NA-21-Y-A,2020,68.19034806518556
10509,33,NA-21-Y-A,2020,360.6744960944203
10801,3,NA-21-Y-A,2021,943301.617293621
11088,4,NA-21-Y-A,2021,52.14979428493125
11329,11,NA-21-Y-A,2021,1410.6843010039508
11621,12,NA-21-Y-A,2021,8070.092119804568
11911,15,NA-21-Y-A,2021,21690.626410625555
12188,18,NA-21-Y-A,2021,0.2681476257324219
12430,25,NA-21-Y-A,2021,68.27973059692383
12708,33,NA-21-Y-A,2021,656.496479645087
13000,3,NA-21-Y-A,2022,941311.1812541389
13287,4,NA-21-Y-A,2022,47.59262254988129
13526,11,NA-21-Y-A,2022,1168.1892670515172
13816,12,NA-21-Y-A,2022,8022.330882577502
14105,15,NA-21-Y-A,2022,23695.12869054516
14382,18,NA-21-Y-A,2022,0.2681476257324219
14624,25,NA-21-Y-A,2022,68.27972141723633
14908,33,NA-21-Y-A,2022,937.6011873711384
15201,3,NA-21-Y-A,2023,938952.8472804835
15489,4,NA-21-Y-A,2023,28.61487746117684
15720,11,NA-21-Y-A,2023,1269.0600028506758
16003,12,NA-21-Y-A,2023,7781.185160417137
16287,15,NA-21-Y-A,2023,26448.68270968965
16804,25,NA-21-Y-A,2023,68.54787617797851
17088,33,NA-21-Y-A,2023,701.6338661847533
29,3,NA-21-Y-B,2016,1324766.4190029916
316,4,NA-21-Y-B,2016,12.33326221313477
548,11,NA-21-Y-B,2016,40.39627470092774
838,12,NA-21-Y-B,2016,14.656310479736325
1127,15,NA-21-Y-B,2016,0.6256100463867187
1885,33,NA-21-Y-B,2016,1756.8823212073855
2177,3,NA-21-Y-B,2017,1324747.561762092
2464,4,NA-21-Y-B,2017,12.33326221313477
2696,11,NA-21-Y-B,2017,93.75127675781262
2986,12,NA-21-Y-B,2017,16.17565402221679
3275,15,NA-21-Y-B,2017,2.5020243713378907
4034,33,NA-21-Y-B,2017,1718.9888021827276
4327,3,NA-21-Y-B,2018,1324788.584811939
4614,4,NA-21-Y-B,2018,12.154518395996096
4846,11,NA-21-Y-B,2018,72.30172666625974
5136,12,NA-21-Y-B,2018,16.17565402221679
5426,15,NA-21-Y-B,2018,3.038262432861329
6184,33,NA-21-Y-B,2018,1699.0578081824824
6477,3,NA-21-Y-B,2019,1324798.5045564824
6764,4,NA-21-Y-B,2019,12.154518395996096
6996,11,NA-21-Y-B,2019,71.49720723266604
7287,12,NA-21-Y-B,2019,14.656310479736325
7577,15,NA-21-Y-B,2019,2.055652716064453
8339,33,NA-21-Y-B,2019,1692.4445363318962
8631,3,NA-21-Y-B,2020,1321671.3186459045
8918,4,NA-21-Y-B,2020,12.154518395996096
9154,11,NA-21-Y-B,2020,3084.36961152354
9445,12,NA-21-Y-B,2020,127.80697194824216
9736,15,NA-21-Y-B,2020,2.055652716064453
10510,33,NA-21-Y-B,2020,1693.4286423133422
10802,3,NA-21-Y-B,2021,1321265.3522291896
11089,4,NA-21-Y-B,2021,12.154518395996096
11330,11,NA-21-Y-B,2021,3450.7870957947766
11622,12,NA-21-Y-B,2021,131.38219539794918
11912,15,NA-21-Y-B,2021,1.9661585021972656
12709,33,NA-21-Y-B,2021,1729.3131269791322
13001,3,NA-21-Y-B,2022,1323933.099293158
13288,4,NA-21-Y-B,2022,13.405724761962894
13527,11,NA-21-Y-B,2022,9.920191101074218
13817,12,NA-21-Y-B,2022,124.85822640991204
14106,15,NA-21-Y-B,2022,26.722180841064464
14909,33,NA-21-Y-B,2022,2483.3071653692664
15202,3,NA-21-Y-B,2023,1324017.9965168939
15490,4,NA-21-Y-B,2023,13.048246606445316
16004,12,NA-21-Y-B,2023,5.89843575439453
16288,15,NA-21-Y-B,2023,57.46531312255858
17089,33,NA-21-Y-B,2023,2496.9042692627486
30,3,NA-21-Y-C,2016,1761090.7985855858
317,4,NA-21-Y-C,2016,1349.307098603637
549,11,NA-21-Y-C,2016,1465.9499263051316
839,12,NA-21-Y-C,2016,403.4543676302323
1128,15,NA-21-Y-C,2016,81351.78867870195
1403,18,NA-21-Y-C,2016,23.81757931939814
1622,25,NA-21-Y-C,2016,599.982164631659
1886,33,NA-21-Y-C,2016,6299.583783194381
2178,3,NA-21-Y-C,2017,1759107.6607794405
2465,4,NA-21-Y-C,2017,1340.5021938588595
2697,11,NA-21-Y-C,2017,800.5786391899578
2987,12,NA-21-Y-C,2017,395.2752683283786
3276,15,NA-21-Y-C,2017,83306.20673251539
3769,25,NA-21-Y-C,2017,602.5743753921571
4035,33,NA-21-Y-C,2017,7031.88419524958
4328,3,NA-21-Y-C,2018,1758244.3520320936
4615,4,NA-21-Y-C,2018,1325.127450536105
4847,11,NA-21-Y-C,2018,898.4961694035993
5137,12,NA-21-Y-C,2018,389.8224990534764
5427,15,NA-21-Y-C,2018,84256.25484055234
5920,25,NA-21-Y-C,2018,608.1163941787781
6185,33,NA-21-Y-C,2018,6862.512798137154
6478,3,NA-21-Y-C,2019,1757502.6297584802
6765,4,NA-21-Y-C,2019,1563.168474823523
6997,11,NA-21-Y-C,2019,1324.634967799608
7288,12,NA-21-Y-C,2019,440.68431153217387
7578,15,NA-21-Y-C,2019,84623.57151104123
8075,25,NA-21-Y-C,2019,616.5188008804382
8340,33,NA-21-Y-C,2019,6513.474359416011
8632,3,NA-21-Y-C,2020,1754508.7627199716
8919,4,NA-21-Y-C,2020,1754.4130601958832
9155,11,NA-21-Y-C,2020,922.589595246292
9446,12,NA-21-Y-C,2020,513.4468872584924
9737,15,NA-21-Y-C,2020,87272.63481008043
10242,25,NA-21-Y-C,2020,621.9713555801454
10511,33,NA-21-Y-C,2020,6990.77436456987
10803,3,NA-21-Y-C,2021,1748937.2362443567
11090,4,NA-21-Y-C,2021,1992.0502088111984
11331,11,NA-21-Y-C,2021,755.1361120247416
11623,12,NA-21-Y-C,2021,525.6480896961406
11913,15,NA-21-Y-C,2021,92443.74707849648
12189,18,NA-21-Y-C,2021,4.380184674072267
12431,25,NA-21-Y-C,2021,626.7088856338567
12710,33,NA-21-Y-C,2021,7299.775380255342
13002,3,NA-21-Y-C,2022,1746455.253878816
13289,4,NA-21-Y-C,2022,1837.18635130608
13528,11,NA-21-Y-C,2022,427.8031755803364
13818,12,NA-21-Y-C,2022,491.146598588963
14107,15,NA-21-Y-C,2022,94737.73566631996
14383,18,NA-21-Y-C,2022,8.760425958251954
14625,25,NA-21-Y-C,2022,627.8709045852727
14910,33,NA-21-Y-C,2022,7998.92518278556
15203,3,NA-21-Y-C,2023,1742651.6768133491
15491,4,NA-21-Y-C,2023,1191.2690903627183
15721,11,NA-21-Y-C,2023,323.21253775701985
16005,12,NA-21-Y-C,2023,376.9967630909163
16289,15,NA-21-Y-C,2023,99637.86505562835
16567,18,NA-21-Y-C,2023,6.704450048828124
16805,25,NA-21-Y-C,2023,635.7519623675662
17090,33,NA-21-Y-C,2023,7761.205511359503
31,3,NA-21-Y-D,2016,1849548.590658288
318,4,NA-21-Y-D,2016,2.592179095458984
550,11,NA-21-Y-D,2016,141.33586077270476
840,12,NA-21-Y-D,2016,45.68072544555668
1129,15,NA-21-Y-D,2016,16.06888566624061
1623,25,NA-21-Y-D,2016,57.83807225341801
1887,33,NA-21-Y-D,2016,2772.559678385797
2179,3,NA-21-Y-D,2017,1849513.5252482863
2466,4,NA-21-Y-D,2017,2.592179095458984
2698,11,NA-21-Y-D,2017,131.0551929626461
2988,12,NA-21-Y-D,2017,43.26701685791021
3277,15,NA-21-Y-D,2017,11.688537485088276
3770,25,NA-21-Y-D,2017,57.83807225341801
4036,33,NA-21-Y-D,2017,2824.6998129664257
4329,3,NA-21-Y-D,2018,1849550.7583829782
4616,4,NA-21-Y-D,2018,2.592179095458984
4848,11,NA-21-Y-D,2018,127.83689576415983
5138,12,NA-21-Y-D,2018,43.71397866821295
5428,15,NA-21-Y-D,2018,9.721822366680064
5921,25,NA-21-Y-D,2018,57.83807225341801
6186,33,NA-21-Y-D,2018,2792.204728781376
6479,3,NA-21-Y-D,2019,1849547.517966532
6766,4,NA-21-Y-D,2019,2.592179095458984
6998,11,NA-21-Y-D,2019,126.76407004394494
7289,12,NA-21-Y-D,2019,43.26700415039068
7579,15,NA-21-Y-D,2019,7.777492846679683
8076,25,NA-21-Y-D,2019,57.838072253418
8341,33,NA-21-Y-D,2019,2798.9092749849883
8633,3,NA-21-Y-D,2020,1848751.8972793885
8920,4,NA-21-Y-D,2020,2.592179095458984
9156,11,NA-21-Y-D,2020,911.5258104580508
9447,12,NA-21-Y-D,2020,61.144182415771546
9738,15,NA-21-Y-D,2020,10.191123980712886
10243,25,NA-21-Y-D,2020,57.83807225341801
10512,33,NA-21-Y-D,2020,2789.477412319453
10804,3,NA-21-Y-D,2021,1848700.0946746047
11091,4,NA-21-Y-D,2021,2.592179095458984
11332,11,NA-21-Y-D,2021,924.576061367474
11624,12,NA-21-Y-D,2021,60.42900100708015
11914,15,NA-21-Y-D,2021,16.359124749755857
12432,25,NA-21-Y-D,2021,57.83807225341801
12711,33,NA-21-Y-D,2021,2822.776946832584
13003,3,NA-21-Y-D,2022,1848950.8846506844
13290,4,NA-21-Y-D,2022,2.592179095458984
13529,11,NA-21-Y-D,2022,119.43363229980427
13819,12,NA-21-Y-D,2022,52.83059208374027
14108,15,NA-21-Y-D,2022,70.80155418090854
14626,25,NA-21-Y-D,2022,58.10626446533208
14911,33,NA-21-Y-D,2022,3330.017187104283
15204,3,NA-21-Y-D,2023,1848983.8405469502
15492,4,NA-21-Y-D,2023,2.592179095458984
15722,11,NA-21-Y-D,2023,93.77724613647428
16006,12,NA-21-Y-D,2023,15.82290890502931
16290,15,NA-21-Y-D,2023,250.84727749023432
16806,25,NA-21-Y-D,2023,57.391121270752
17091,33,NA-21-Y-D,2023,3180.394780063519
32,3,NA-21-Z-A,2016,1326357.729067816
319,4,NA-21-Z-A,2016,43493.02909506182
551,11,NA-21-Z-A,2016,32233.1193430204
841,12,NA-21-Z-A,2016,300173.5183089086
1130,15,NA-21-Z-A,2016,2627.322558873785
1624,25,NA-21-Z-A,2016,10675.608383912082
1888,33,NA-21-Z-A,2016,2157.351781641246
2180,3,NA-21-Z-A,2017,1326362.0292610463
2467,4,NA-21-Z-A,2017,43493.38653021197
2699,11,NA-21-Z-A,2017,32252.240586434666
2989,12,NA-21-Z-A,2017,300175.3056353247
3278,15,NA-21-Z-A,2017,2628.216165593756
3771,25,NA-21-Z-A,2017,10675.608383912082
4037,33,NA-21-Z-A,2017,2130.981325123242
4330,3,NA-21-Z-A,2018,1326396.0797949575
4617,4,NA-21-Z-A,2018,43493.20786608232
4849,11,NA-21-Z-A,2018,32276.189705245702
5139,12,NA-21-Z-A,2018,300173.69646184443
5429,15,NA-21-Z-A,2018,2629.646110881842
5922,25,NA-21-Z-A,2018,10675.608383912082
6187,33,NA-21-Z-A,2018,2073.4289130626944
6480,3,NA-21-Z-A,2019,1326410.8256195483
6767,4,NA-21-Z-A,2019,43493.11854066119
6999,11,NA-21-Z-A,2019,32282.80250376866
