,classe,grid_name,year,area_ha
5531,15,SB-19-V-C,2018,76.29185096931005
6290,33,SB-19-V-C,2018,7262.935899221505
6584,3,SB-19-V-C,2019,1836861.1899608932
7101,11,SB-19-V-C,2019,764.3222284064308
7391,12,SB-19-V-C,2019,0.2671936462402343
7682,15,SB-19-V-C,2019,94.19806075439443
8444,33,SB-19-V-C,2019,7410.268269162673
8738,3,SB-19-V-C,2020,1836993.526978801
9259,11,SB-19-V-C,2020,768.5025799872408
9551,12,SB-19-V-C,2020,0.0890647277832031
9841,15,SB-19-V-C,2020,174.57896939144356
10615,33,SB-19-V-C,2020,7193.548119957337
10909,3,SB-19-V-C,2021,1837048.5099106631
11435,11,SB-19-V-C,2021,288.0218194818474
11726,12,SB-19-V-C,2021,0.26719375
12017,15,SB-19-V-C,2021,199.21470285493731
12814,33,SB-19-V-C,2021,7594.232086115362
13108,3,SB-19-V-C,2022,1835831.9149087553
13632,11,SB-19-V-C,2022,57.52419024624693
14212,15,SB-19-V-C,2022,219.7585723617734
15015,33,SB-19-V-C,2022,9021.0480415018
15309,3,SB-19-V-C,2023,1835505.6967986408
15819,11,SB-19-V-C,2023,169.61389312133787
16394,15,SB-19-V-C,2023,272.3191674118223
17196,33,SB-19-V-C,2023,9182.615853691448
137,3,SB-19-V-D,2016,1837145.6005987427
654,11,SB-19-V-D,2016,30.257171386718756
944,12,SB-19-V-D,2016,0.2670875427246094
1233,15,SB-19-V-D,2016,88.2461756503475
1991,33,SB-19-V-D,2016,7865.652566967866
2285,3,SB-19-V-D,2017,1837250.2307769088
2802,11,SB-19-V-D,2017,33.36707135620116
3091,12,SB-19-V-D,2017,1.8544944482421872
3381,15,SB-19-V-D,2017,83.62134097017174
4141,33,SB-19-V-D,2017,7760.949916606178
4435,3,SB-19-V-D,2018,1837284.9329951336
4952,11,SB-19-V-D,2018,38.08372138671874
5243,12,SB-19-V-D,2018,0.1779777221679687
5532,15,SB-19-V-D,2018,85.13384891084563
6291,33,SB-19-V-D,2018,7721.695057136606
6585,3,SB-19-V-D,2019,1837215.3582541265
7102,11,SB-19-V-D,2019,44.43899450245574
7392,12,SB-19-V-D,2019,2.2251386657714844
7683,15,SB-19-V-D,2019,78.90216144136316
8445,33,SB-19-V-D,2019,7789.099051553566
8739,3,SB-19-V-D,2020,1837146.7638146721
9260,11,SB-19-V-D,2020,35.949246246337886
9552,12,SB-19-V-D,2020,0.0889721069335937
9842,15,SB-19-V-D,2020,87.34601334908271
10616,33,SB-19-V-D,2020,7859.875553915392
10910,3,SB-19-V-D,2021,1837220.8101974828
11436,11,SB-19-V-D,2021,40.04593043212891
11727,12,SB-19-V-D,2021,0.088969921875
12018,15,SB-19-V-D,2021,111.09804282295975
12815,33,SB-19-V-D,2021,7757.980459629787
13109,3,SB-19-V-D,2022,1836635.1680245432
13633,11,SB-19-V-D,2022,40.57742769775391
13921,12,SB-19-V-D,2022,0.6229724792480468
14213,15,SB-19-V-D,2022,124.6206287177352
15016,33,SB-19-V-D,2022,8329.034546852237
15310,3,SB-19-V-D,2023,1836563.5245833506
15820,11,SB-19-V-D,2023,113.20704925537107
16395,15,SB-19-V-D,2023,149.60324947212976
17197,33,SB-19-V-D,2023,8303.688718212954
138,3,SB-19-X-A,2016,1829984.4105783887
655,11,SB-19-X-A,2016,116.43150594482418
945,12,SB-19-X-A,2016,0.4455998474121094
1234,15,SB-19-X-A,2016,42.07564476928711
1992,33,SB-19-X-A,2016,17545.464343393833
2286,3,SB-19-X-A,2017,1829781.2748191054
2803,11,SB-19-X-A,2017,180.98697357177727
3092,12,SB-19-X-A,2017,2.674121850585937
3382,15,SB-19-X-A,2017,42.8750350402832
4142,33,SB-19-X-A,2017,17681.016722776214
4436,3,SB-19-X-A,2018,1829317.672479326
4953,11,SB-19-X-A,2018,477.3890267837348
5244,12,SB-19-X-A,2018,2.139168365478516
5533,15,SB-19-X-A,2018,38.95282092895508
6292,33,SB-19-X-A,2018,17852.674176938297
6586,3,SB-19-X-A,2019,1829131.2386318909
7103,11,SB-19-X-A,2019,557.5421123188811
7393,12,SB-19-X-A,2019,2.584735711669922
7684,15,SB-19-X-A,2019,32.00006790771484
8446,33,SB-19-X-A,2019,17965.46212451497
8740,3,SB-19-X-A,2020,1828778.4271020223
9261,11,SB-19-X-A,2020,395.4550587870042
9553,12,SB-19-X-A,2020,0.9806092895507812
9843,15,SB-19-X-A,2020,114.75188273315428
10617,33,SB-19-X-A,2020,18399.21301951141
10911,3,SB-19-X-A,2021,1828449.2646100847
11437,11,SB-19-X-A,2021,177.25180878906264
11728,12,SB-19-X-A,2021,1.6937017578125
12019,15,SB-19-X-A,2021,63.47128723144532
12516,25,SB-19-X-A,2021,1107.9781678705478
12816,33,SB-19-X-A,2021,17889.16809661033
13110,3,SB-19-X-A,2022,1827208.0456163986
13634,11,SB-19-X-A,2022,96.54970858764652
13922,12,SB-19-X-A,2022,1.6046597595214842
14214,15,SB-19-X-A,2022,63.20099134521483
14712,25,SB-19-X-A,2022,1660.446273057742
15017,33,SB-19-X-A,2022,18658.980423193585
15311,3,SB-19-X-A,2023,1826625.4148823528
15821,11,SB-19-X-A,2023,117.49160967407224
16396,15,SB-19-X-A,2023,83.25658961181642
16892,25,SB-19-X-A,2023,1663.9239854112575
17198,33,SB-19-X-A,2023,19198.740605291197
139,3,SB-19-X-B,2016,1816575.0554746918
387,4,SB-19-X-B,2016,22.00480084838865
656,11,SB-19-X-B,2016,3128.946066967957
946,12,SB-19-X-B,2016,72.34340641479506
1235,15,SB-19-X-B,2016,6166.704475633103
1706,25,SB-19-X-B,2016,368.1786455078122
1993,33,SB-19-X-B,2016,21355.594802162123
2287,3,SB-19-X-B,2017,1816649.9079227848
2535,4,SB-19-X-B,2017,22.717483300781232
2804,11,SB-19-X-B,2017,3186.682786899281
3093,12,SB-19-X-B,2017,72.7909288879396
3383,15,SB-19-X-B,2017,6323.178998240513
3855,25,SB-19-X-B,2017,371.4747106628408
4143,33,SB-19-X-B,2017,21062.074841451875
4437,3,SB-19-X-B,2018,1816909.248237561
4685,4,SB-19-X-B,2018,24.32107268066404
4954,11,SB-19-X-B,2018,3540.1504636995924
5245,12,SB-19-X-B,2018,108.26135344238293
5534,15,SB-19-X-B,2018,6162.873476514699
6006,25,SB-19-X-B,2018,375.928854034422
6293,33,SB-19-X-B,2018,20568.044214294936
6587,3,SB-19-X-B,2019,1816671.3722139073
6834,4,SB-19-X-B,2019,22.361208422851547
7104,11,SB-19-X-B,2019,3623.844457902146
7394,12,SB-19-X-B,2019,92.84277230224625
7685,15,SB-19-X-B,2019,6076.0756613698
8160,25,SB-19-X-B,2019,381.09567541503696
8447,33,SB-19-X-B,2019,20821.23568291124
8741,3,SB-19-X-B,2020,1816692.2515698608
8989,4,SB-19-X-B,2020,22.53965698242186
9262,11,SB-19-X-B,2020,3503.9162205919624
9554,12,SB-19-X-B,2020,91.95046486206073
9844,15,SB-19-X-B,2020,6290.166318800041
10327,25,SB-19-X-B,2020,384.7481244262673
10618,33,SB-19-X-B,2020,20703.255316705432
10912,3,SB-19-X-B,2021,1816276.6833492918
11164,4,SB-19-X-B,2021,24.85591499023435
11438,11,SB-19-X-B,2021,3603.808359534477
11729,12,SB-19-X-B,2021,101.76214879760757
12020,15,SB-19-X-B,2021,6490.443160251527
12517,25,SB-19-X-B,2021,386.2625559814432
12817,33,SB-19-X-B,2021,20805.012183374936
13111,3,SB-19-X-B,2022,1814998.0960333974
13363,4,SB-19-X-B,2022,22.18323535156248
13635,11,SB-19-X-B,2022,3277.3898778755374
13923,12,SB-19-X-B,2022,86.59962482299817
14215,15,SB-19-X-B,2022,7169.401031058713
14713,25,SB-19-X-B,2022,389.5586021484354
15018,33,SB-19-X-B,2022,21745.599267569607
15312,3,SB-19-X-B,2023,1814224.836623762
15563,4,SB-19-X-B,2023,6.236266674804686
15822,11,SB-19-X-B,2023,2912.4543609815264
16107,12,SB-19-X-B,2023,21.47114758911131
16397,15,SB-19-X-B,2023,8537.690901955248
16893,25,SB-19-X-B,2023,428.3160537902812
17199,33,SB-19-X-B,2023,21557.82231747473
140,3,SB-19-X-C,2016,1828419.0903466565
657,11,SB-19-X-C,2016,1594.245974033652
947,12,SB-19-X-C,2016,8.18446549682617
1236,15,SB-19-X-C,2016,608.6362860267542
1994,33,SB-19-X-C,2016,14499.588620276303
2288,3,SB-19-X-C,2017,1828286.7980457724
2805,11,SB-19-X-C,2017,1422.5796229740092
3094,12,SB-19-X-C,2017,2.0466220031738285
3384,15,SB-19-X-C,2017,660.072686154927
4144,33,SB-19-X-C,2017,14758.248715583682
4438,3,SB-19-X-C,2018,1828341.9725011857
4955,11,SB-19-X-C,2018,1687.4855500127298
5246,12,SB-19-X-C,2018,7.742056677246093
5535,15,SB-19-X-C,2018,641.8720580236085
6294,33,SB-19-X-C,2018,14450.673526589142
6588,3,SB-19-X-C,2019,1828293.075124138
7105,11,SB-19-X-C,2019,1733.006956284337
7395,12,SB-19-X-C,2019,17.040038842773438
7686,15,SB-19-X-C,2019,611.2691114436601
8448,33,SB-19-X-C,2019,14475.265405255865
8742,3,SB-19-X-C,2020,1828234.9800403076
9263,11,SB-19-X-C,2020,1750.1411554508122
9555,12,SB-19-X-C,2020,13.790884661865228
9845,15,SB-19-X-C,2020,601.4090867963713
10619,33,SB-19-X-C,2020,14529.424525273262
10913,3,SB-19-X-C,2021,1828062.3550482166
11439,11,SB-19-X-C,2021,1608.9251302620385
11730,12,SB-19-X-C,2021,2.13560263671875
12021,15,SB-19-X-C,2021,595.1437721477905
12818,33,SB-19-X-C,2021,14861.18613922382
13112,3,SB-19-X-C,2022,1827432.7015610326
13636,11,SB-19-X-C,2022,1714.3048698659543
13924,12,SB-19-X-C,2022,4.092461199951172
14216,15,SB-19-X-C,2022,657.2600038006227
15019,33,SB-19-X-C,2022,15321.386796588407
15313,3,SB-19-X-C,2023,1827061.8675356088
15823,11,SB-19-X-C,2023,1860.1509489513137
16398,15,SB-19-X-C,2023,884.6086180849564
17200,33,SB-19-X-C,2023,15323.118589842392
141,3,SB-19-X-D,2016,1825077.8522888576
658,11,SB-19-X-D,2016,2419.187616960253
948,12,SB-19-X-D,2016,14.95839688110352
1237,15,SB-19-X-D,2016,1397.965916086522
1995,33,SB-19-X-D,2016,16219.82196490662
2289,3,SB-19-X-D,2017,1824773.3711504443
2806,11,SB-19-X-D,2017,2133.523247776572
3095,12,SB-19-X-D,2017,3.382779309082032
3385,15,SB-19-X-D,2017,1522.4520566462295
4145,33,SB-19-X-D,2017,16697.056949513528
4439,3,SB-19-X-D,2018,1824825.6566412346
4956,11,SB-19-X-D,2018,2672.9188290689567
5247,12,SB-19-X-D,2018,43.62975501098634
5536,15,SB-19-X-D,2018,1579.7133999330365
6295,33,SB-19-X-D,2018,16007.86755844433
6589,3,SB-19-X-D,2019,1824512.0700137876
7106,11,SB-19-X-D,2019,2709.091921983539
7396,12,SB-19-X-D,2019,17.448194152832034
7687,15,SB-19-X-D,2019,1534.1220099233146
8449,33,SB-19-X-D,2019,16357.054043843227
8743,3,SB-19-X-D,2020,1824641.7420615528
8990,4,SB-19-X-D,2020,0.445273779296875
9264,11,SB-19-X-D,2020,2583.8329732221277
9556,12,SB-19-X-D,2020,33.74521981201172
9846,15,SB-19-X-D,2020,1617.3871469167227
10328,25,SB-19-X-D,2020,1.6029808227539064
10620,33,SB-19-X-D,2020,16251.03052758347
10914,3,SB-19-X-D,2021,1824363.2375700225
11165,4,SB-19-X-D,2021,0.445273779296875
11440,11,SB-19-X-D,2021,2598.9577250891275
11731,12,SB-19-X-D,2021,6.854685766601563
12022,15,SB-19-X-D,2021,1725.7944595079368
12518,25,SB-19-X-D,2021,1.5139264770507814
12819,33,SB-19-X-D,2021,16432.986385133205
13113,3,SB-19-X-D,2022,1823748.264905324
13637,11,SB-19-X-D,2022,2611.5232970940697
13925,12,SB-19-X-D,2022,6.855528430175782
14217,15,SB-19-X-D,2022,1816.579504368431
14714,25,SB-19-X-D,2022,1.6920357177734375
15020,33,SB-19-X-D,2022,16944.870912756905
15314,3,SB-19-X-D,2023,1823637.5540379393
15824,11,SB-19-X-D,2023,2812.352064066205
16108,12,SB-19-X-D,2023,3.026771423339844
16399,15,SB-19-X-D,2023,2134.163479239579
16894,25,SB-19-X-D,2023,7.925842675781255
17201,33,SB-19-X-D,2023,16534.763988346633
142,3,SB-19-Y-A,2016,1822913.089262153
659,11,SB-19-Y-A,2016,2092.0793305716534
949,12,SB-19-Y-A,2016,20.86254931030273
1238,15,SB-19-Y-A,2016,7061.650760044339
1707,25,SB-19-Y-A,2016,60.10869735107424
1996,33,SB-19-Y-A,2016,9859.078070780291
2290,3,SB-19-Y-A,2017,1823003.851873625
2807,11,SB-19-Y-A,2017,2278.6799276102565
3096,12,SB-19-Y-A,2017,7.899774981689453
3386,15,SB-19-Y-A,2017,7183.163949599912
3856,25,SB-19-Y-A,2017,60.55245819091797
4146,33,SB-19-Y-A,2017,9472.720686202603
4440,3,SB-19-Y-A,2018,1822887.2429291916
4957,11,SB-19-Y-A,2018,2490.018573271322
5248,12,SB-19-Y-A,2018,31.51553804931641
5537,15,SB-19-Y-A,2018,7344.752961429122
6007,25,SB-19-Y-A,2018,61.70623698120113
6296,33,SB-19-Y-A,2018,9191.632431300672
6590,3,SB-19-Y-A,2019,1822263.318444667
7107,11,SB-19-Y-A,2019,2260.6939744554074
7397,12,SB-19-Y-A,2019,6.035685607910156
7688,15,SB-19-Y-A,2019,7906.144432476837
8161,25,SB-19-Y-A,2019,62.149999719238224
8450,33,SB-19-Y-A,2019,9508.437383724053
8744,3,SB-19-Y-A,2020,1821738.1813949323
9265,11,SB-19-Y-A,2020,2354.713978636315
9557,12,SB-19-Y-A,2020,13.582628173828123
9847,15,SB-19-Y-A,2020,8531.713950721527
10329,25,SB-19-Y-A,2020,62.06124603271479
10621,33,SB-19-Y-A,2020,9306.615471701894
10915,3,SB-19-Y-A,2021,1820231.7714898346
11441,11,SB-19-Y-A,2021,2420.280403853384
11732,12,SB-19-Y-A,2021,26.630034655761712
12023,15,SB-19-Y-A,2021,9825.141309185296
12519,25,SB-19-Y-A,2021,60.81871380004882
12820,33,SB-19-Y-A,2021,9442.226718865104
13114,3,SB-19-Y-A,2022,1818453.3880311341
13638,11,SB-19-Y-A,2022,1836.350873897857
13926,12,SB-19-Y-A,2022,15.357939141845703
14218,15,SB-19-Y-A,2022,10696.26578568402
14715,25,SB-19-Y-A,2022,60.6412085144043
15021,33,SB-19-Y-A,2022,10944.864831815525
15315,3,SB-19-Y-A,2023,1818089.5464795292
15825,11,SB-19-Y-A,2023,1308.4234628654665
16109,12,SB-19-Y-A,2023,3.283966680908202
16400,15,SB-19-Y-A,2023,11320.591832757376
16895,25,SB-19-Y-A,2023,59.13242006835941
17202,33,SB-19-Y-A,2023,11225.890508279042
143,3,SB-19-Y-B,2016,1800917.9253383176
388,4,SB-19-Y-B,2016,0.7992337768554688
660,11,SB-19-Y-B,2016,5252.614520629307
950,12,SB-19-Y-B,2016,47.0698925415039
1239,15,SB-19-Y-B,2016,13542.836931805909
1708,25,SB-19-Y-B,2016,533.4853921874962
1997,33,SB-19-Y-B,2016,21712.092377067453
2291,3,SB-19-Y-B,2017,1800717.061308794
2536,4,SB-19-Y-B,2017,0.7992337768554688
2808,11,SB-19-Y-B,2017,5262.913257834055
3097,12,SB-19-Y-B,2017,26.995426873779305
3387,15,SB-19-Y-B,2017,13833.191936877734
3857,25,SB-19-Y-B,2017,537.126629425047
4147,33,SB-19-Y-B,2017,21628.735892742458
4441,3,SB-19-Y-B,2018,1800834.5821294102
4686,4,SB-19-Y-B,2018,0.976852380371094
4958,11,SB-19-Y-B,2018,5847.467297214457
5249,12,SB-19-Y-B,2018,63.67337030639648
5538,15,SB-19-Y-B,2018,14091.083444422076
6008,25,SB-19-Y-B,2018,543.4319387756327
6297,33,SB-19-Y-B,2018,20625.60865381652
6591,3,SB-19-Y-B,2019,1800131.0791624554
6835,4,SB-19-Y-B,2019,1.0656616333007811
7108,11,SB-19-Y-B,2019,6376.468786524251
7398,12,SB-19-Y-B,2019,87.4739536560059
7689,15,SB-19-Y-B,2019,14550.04612357232
8162,25,SB-19-Y-B,2019,549.9149499816865
8451,33,SB-19-Y-B,2019,20310.686283005463
8745,3,SB-19-Y-B,2020,1799509.3782504383
8991,4,SB-19-Y-B,2020,2.2202481506347658
9266,11,SB-19-Y-B,2020,5996.488126642349
9558,12,SB-19-Y-B,2020,38.27680809936523
9848,15,SB-19-Y-B,2020,14981.886901263875
10330,25,SB-19-Y-B,2020,554.0889909484838
10622,33,SB-19-Y-B,2020,20924.48436079332
10916,3,SB-19-Y-B,2021,1797646.1049994275
11166,4,SB-19-Y-B,2021,2.3090325805664067
11442,11,SB-19-Y-B,2021,6208.047630241395
11733,12,SB-19-Y-B,2021,32.05662307128907
12024,15,SB-19-Y-B,2021,16012.101311932696
12520,25,SB-19-Y-B,2021,561.8154213500934
12821,33,SB-19-Y-B,2021,21544.38866772949
13115,3,SB-19-Y-B,2022,1795561.8692620394
13364,4,SB-19-Y-B,2022,1.154446063232422
13639,11,SB-19-Y-B,2022,5668.539860354486
13927,12,SB-19-Y-B,2022,42.44729219970704
14219,15,SB-19-Y-B,2022,17683.407828168325
14716,25,SB-19-Y-B,2022,562.7925855102498
15022,33,SB-19-Y-B,2022,22486.612411990147
15316,3,SB-19-Y-B,2023,1793390.2069719513
15826,11,SB-19-Y-B,2023,5145.723733214211
16110,12,SB-19-Y-B,2023,11.811980780029298
16401,15,SB-19-Y-B,2023,19988.19530227446
16896,25,SB-19-Y-B,2023,606.4874824584914
17203,33,SB-19-Y-B,2023,22864.39821564061
144,3,SB-19-Y-C,2016,1805737.6107112179
389,4,SB-19-Y-C,2016,0.9754082885742188
661,11,SB-19-Y-C,2016,1282.6623499789564
951,12,SB-19-Y-C,2016,196.10633332679907
1240,15,SB-19-Y-C,2016,21643.49979538381
1709,25,SB-19-Y-C,2016,388.33920606688673
1998,33,SB-19-Y-C,2016,9059.083717479842
2292,3,SB-19-Y-C,2017,1804923.6158352436
2537,4,SB-19-Y-C,2017,0.5324614440917969
2809,11,SB-19-Y-C,2017,1376.198242874394
3098,12,SB-19-Y-C,2017,180.13964528808594
3388,15,SB-19-Y-C,2017,22520.015020754825
3858,25,SB-19-Y-C,2017,393.4862510925224
4148,33,SB-19-Y-C,2017,8914.29006503755
4442,3,SB-19-Y-C,2018,1803817.9614785323
4687,4,SB-19-Y-C,2018,0.5324614440917969
4959,11,SB-19-Y-C,2018,1629.4059313067023
5250,12,SB-19-Y-C,2018,201.9145415963445
5539,15,SB-19-Y-C,2018,23815.14555473815
6009,25,SB-19-Y-C,2018,399.3425856994563
6298,33,SB-19-Y-C,2018,8443.97496837771
6592,3,SB-19-Y-C,2019,1800834.8058832958
6836,4,SB-19-Y-C,2019,0.5324614440917969
7109,11,SB-19-Y-C,2019,1372.6262132086272
7399,12,SB-19-Y-C,2019,174.60073782595157
7690,15,SB-19-Y-C,2019,26661.227595333698
8163,25,SB-19-Y-C,2019,395.5270776122976
8452,33,SB-19-Y-C,2019,8868.957552980139
8746,3,SB-19-Y-C,2020,1798493.2152989898
8992,4,SB-19-Y-C,2020,0.9761805908203124
9267,11,SB-19-Y-C,2020,1545.0993279600843
9559,12,SB-19-Y-C,2020,210.43614328680297
9849,15,SB-19-Y-C,2020,28953.34259047557
10331,25,SB-19-Y-C,2020,399.9636380981378
10623,33,SB-19-Y-C,2020,8705.244342276968
10917,3,SB-19-Y-C,2021,1794969.4425582632
11167,4,SB-19-Y-C,2021,1.2424116943359378
11443,11,SB-19-Y-C,2021,1842.5751905814177
11734,12,SB-19-Y-C,2021,204.42768171192856
12025,15,SB-19-Y-C,2021,32236.71744700815
12521,25,SB-19-Y-C,2021,400.58548844603837
12822,33,SB-19-Y-C,2021,8653.28674394102
13116,3,SB-19-Y-C,2022,1790432.7040428126
13365,4,SB-19-Y-C,2022,1.1536677917480471
13640,11,SB-19-Y-C,2022,1572.0764987150765
13928,12,SB-19-Y-C,2022,216.95980723515527
14220,15,SB-19-Y-C,2022,35938.46880883195
14717,25,SB-19-Y-C,2022,401.5559230773856
15023,33,SB-19-Y-C,2022,9745.358773148906
15317,3,SB-19-Y-C,2023,1787873.4816644895
15564,4,SB-19-Y-C,2023,0.9761805908203124
15827,11,SB-19-Y-C,2023,2275.2882185078565
16111,12,SB-19-Y-C,2023,218.4255568957759
16402,15,SB-19-Y-C,2023,37721.03365436512
16897,25,SB-19-Y-C,2023,420.18703720702456
17204,33,SB-19-Y-C,2023,9798.885209584589
145,3,SB-19-Y-D,2016,1807697.4698615596
390,4,SB-19-Y-D,2016,0.0886582763671875
662,11,SB-19-Y-D,2016,1246.4161715515093
952,12,SB-19-Y-D,2016,93.07997452722886
1241,15,SB-19-Y-D,2016,18833.592534796044
1710,25,SB-19-Y-D,2016,365.65403546752606
1999,33,SB-19-Y-D,2016,10071.979069875844
2293,3,SB-19-Y-D,2017,1806495.4089648586
2538,4,SB-19-Y-D,2017,0.6206074951171875
2810,11,SB-19-Y-D,2017,1438.372909399724
3099,12,SB-19-Y-D,2017,102.74526542078353
3389,15,SB-19-Y-D,2017,20153.412100495432
3859,25,SB-19-Y-D,2017,373.54519369506625
4149,33,SB-19-Y-D,2017,9744.175264676534
4443,3,SB-19-Y-D,2018,1805491.056945941
4688,4,SB-19-Y-D,2018,0.6206074951171875
4960,11,SB-19-Y-D,2018,1604.115007582479
5251,12,SB-19-Y-D,2018,101.93826868006086
5540,15,SB-19-Y-D,2018,21412.320772043407
6010,25,SB-19-Y-D,2018,378.1557791015598
6299,33,SB-19-Y-D,2018,9320.072925187207
6593,3,SB-19-Y-D,2019,1803338.4603909487
6837,4,SB-19-Y-D,2019,0.709258935546875
7110,11,SB-19-Y-D,2019,1809.9660763861311
7400,12,SB-19-Y-D,2019,115.78334131350049
7691,15,SB-19-Y-D,2019,23698.7068228638
8164,25,SB-19-Y-D,2019,380.9044070983853
8453,33,SB-19-Y-D,2019,8963.750008501134
8747,3,SB-19-Y-D,2020,1801181.7042438611
8993,4,SB-19-Y-D,2020,0.6206007141113281
9268,11,SB-19-Y-D,2020,1789.615890742567
9560,12,SB-19-Y-D,2020,120.6395359896311
9850,15,SB-19-Y-D,2020,25604.130847500317
10332,25,SB-19-Y-D,2020,381.6137582397425
10624,33,SB-19-Y-D,2020,9229.955429009544
10918,3,SB-19-Y-D,2021,1798030.795452599
11168,4,SB-19-Y-D,2021,0.5319492736816406
11444,11,SB-19-Y-D,2021,1826.675693908692
11735,12,SB-19-Y-D,2021,107.69769393640846
12026,15,SB-19-Y-D,2021,28168.12923352616
12522,25,SB-19-Y-D,2021,382.0570373596157
12823,33,SB-19-Y-D,2021,9792.393245461692
13117,3,SB-19-Y-D,2022,1793726.7623988506
13366,4,SB-19-Y-D,2022,0.5319492736816406
13641,11,SB-19-Y-D,2022,1579.8236299393454
13929,12,SB-19-Y-D,2022,126.8394732027658
14221,15,SB-19-Y-D,2022,31481.62010791599
14718,25,SB-19-Y-D,2022,383.29833939208606
15024,33,SB-19-Y-D,2022,11009.404407478469
15318,3,SB-19-Y-D,2023,1789898.3115350523
15828,11,SB-19-Y-D,2023,2657.458044257276
16112,12,SB-19-Y-D,2023,78.17131815752805
16403,15,SB-19-Y-D,2023,33882.37133276612
16898,25,SB-19-Y-D,2023,396.0659981811479
17205,33,SB-19-Y-D,2023,11395.902077663448
146,3,SB-19-Z-A,2016,1815351.9724117909
663,11,SB-19-Z-A,2016,3244.011875540919
953,12,SB-19-Z-A,2016,67.17653929443361
1242,15,SB-19-Z-A,2016,3020.305670115911
1711,25,SB-19-Z-A,2016,153.08757008056412
2000,33,SB-19-Z-A,2016,20170.289496431356
2294,3,SB-19-Z-A,2017,1815282.0893097413
2811,11,SB-19-Z-A,2017,3051.5317787738218
3100,12,SB-19-Z-A,2017,42.73894966430665
3390,15,SB-19-Z-A,2017,3014.3533827379783
3860,25,SB-19-Z-A,2017,151.04405162353294
4150,33,SB-19-Z-A,2017,20465.086090714085
4444,3,SB-19-Z-A,2018,1815440.7167646547
4961,11,SB-19-Z-A,2018,3565.30374179247
5252,12,SB-19-Z-A,2018,110.53028316040036
5541,15,SB-19-Z-A,2018,2972.5805900499927
6011,25,SB-19-Z-A,2018,155.486482543943
6300,33,SB-19-Z-A,2018,19762.22570105485
6594,3,SB-19-Z-A,2019,1815276.044466366
7111,11,SB-19-Z-A,2019,3771.506103760989
7401,12,SB-19-Z-A,2019,90.72277265014648
7692,15,SB-19-Z-A,2019,2898.917279472604
8165,25,SB-19-Z-A,2019,154.95341214599358
8454,33,SB-19-Z-A,2019,19814.69952885949
8748,3,SB-19-Z-A,2020,1815042.30063136
9269,11,SB-19-Z-A,2020,3570.892196401608
9561,12,SB-19-Z-A,2020,91.52275615844724
9851,15,SB-19-Z-A,2020,3107.894357286326
10333,25,SB-19-Z-A,2020,162.06132908935263
10625,33,SB-19-Z-A,2020,20032.172292959523
10919,3,SB-19-Z-A,2021,1814151.9866346691
11445,11,SB-19-Z-A,2021,3637.019922405322
11736,12,SB-19-Z-A,2021,62.64199929199221
12027,15,SB-19-Z-A,2021,3500.583803398376
12523,25,SB-19-Z-A,2021,165.7930262939428
12824,33,SB-19-Z-A,2021,20488.81817719539
13118,3,SB-19-Z-A,2022,1813103.8564917818
13642,11,SB-19-Z-A,2022,3356.407527048032
13930,12,SB-19-Z-A,2022,47.27135938720705
14222,15,SB-19-Z-A,2022,3691.3903043505225
14719,25,SB-19-Z-A,2022,162.77215839843464
15025,33,SB-19-Z-A,2022,21645.145722277444
15319,3,SB-19-Z-A,2023,1812363.6990224957
15829,11,SB-19-Z-A,2023,3802.409532960751
16113,12,SB-19-Z-A,2023,12.883058715820312
16404,15,SB-19-Z-A,2023,4032.923398955013
16899,25,SB-19-Z-A,2023,171.4795128295873
17206,33,SB-19-Z-A,2023,21623.449037287628
147,3,SB-19-Z-B,2016,1836632.2627751739
664,11,SB-19-Z-B,2016,13.767320306396488
954,12,SB-19-Z-B,2016,0.2663652099609375
1243,15,SB-19-Z-B,2016,210.67308566284208
2001,33,SB-19-Z-B,2016,5149.880642102731
2295,3,SB-19-Z-B,2017,1836659.339494785
2812,11,SB-19-Z-B,2017,18.21026786499024
3101,12,SB-19-Z-B,2017,0.1775968811035156
3391,15,SB-19-Z-B,2017,190.16532910766608
4151,33,SB-19-Z-B,2017,5138.95749981779
4445,3,SB-19-Z-B,2018,1836569.537467191
4962,11,SB-19-Z-B,2018,18.210430108642583
5253,12,SB-19-Z-B,2018,0.0887864624023437
5542,15,SB-19-Z-B,2018,205.6974142272949
6301,33,SB-19-Z-B,2018,5213.316090467288
6595,3,SB-19-Z-B,2019,1836462.4642781718
7112,11,SB-19-Z-B,2019,13.85712516479492
7402,12,SB-19-Z-B,2019,0.3551728942871094
7693,15,SB-19-Z-B,2019,257.36369855346663
8455,33,SB-19-Z-B,2019,5272.809913672852
8749,3,SB-19-Z-B,2020,1836403.3564183386
9270,11,SB-19-Z-B,2020,15.722776068115234
9562,12,SB-19-Z-B,2020,0.0887886413574218
9852,15,SB-19-Z-B,2020,327.5000812988285
10626,33,SB-19-Z-B,2020,5260.182124112956
10920,3,SB-19-Z-B,2021,1836010.2739634037
11446,11,SB-19-Z-B,2021,22.382966821289067
11737,12,SB-19-Z-B,2021,3.551899853515625
12028,15,SB-19-Z-B,2021,664.459127020265
12825,33,SB-19-Z-B,2021,5306.182231364372
13119,3,SB-19-Z-B,2022,1835577.9876777313
13643,11,SB-19-Z-B,2022,11.280809625244142
13931,12,SB-19-Z-B,2022,2.664085205078125
14223,15,SB-19-Z-B,2022,747.8201218200693
